Artist,Title,Album,Year,Validated
Simone,Então É Natal,25 de Dezembro,1995,True
Orphei Drängar,"Jul, jul, strålande jul",Christmas Music from Sweden,1986,True
José Feliciano,Feliz Navidad,Feliz Navidad,1970,True
Eugene Ormandy & The Philadelphia Orchestra,Carol of the Bells,The Joy of Christmas,1962,True
Whitney Houston,Joy to the World,The Preacher's Wife,1996,True
King's College Choir,Hark! The Herald Angels Sing,"Christmas at King's College, Cambridge",2012,True
Nat King Cole,Deck the Halls,The Magic of Christmas,1960,True
Pentatonix,God Rest Ye Merry Gentlemen,A Pentatonix Christmas,2016,True
Bing Crosby,Do You Hear What I Hear?,I Wish You a Merry Christmas,1962,True
The Beach Boys,Little Saint Nick,The Beach Boys' Christmas Album,1964,True
Bing Crosby & The Andrews Sisters,Mele Kalikimaka,Merry Christmas,1950,True
Vince Guaraldi Trio,Christmas Time Is Here,A Charlie Brown Christmas,1965,True
Josh Groban,Believe,The Polar Express,2004,True
Trans-Siberian Orchestra,Christmas Eve/Sarajevo 12/24,Christmas Eve and Other Stories,1996,True
Chuck Berry,Run Rudolph Run,Rock 'N' Roll Rarities,1958,True
Paul McCartney,Wonderful Christmastime,McCartney II,1979,True
Thurl Ravenscroft,"You're a Mean One, Mr. Grinch",How the Grinch Stole Christmas,1966,True
Bing Crosby,Adeste Fideles (O Come All Ye Faithful),Merry Christmas,1945,True
John Denver & The Muppets,We Wish You a Merry Christmas,A Christmas Together,1979,True
Jackson 5,I Saw Mommy Kissing Santa Claus,Jackson 5 Christmas Album,1970,True
Eartha Kitt,Santa Baby,Heavenly Eartha,1953,True
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,A Winter Romance,1959,True
Alvin & The Chipmunks,The Chipmunk Song (Christmas Don't Be Late),Let's All Sing With The Chipmunks,1958,True
